de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG6.PA17,6,17,249,"Spending the capital Nearly two thirds of the services provided by nature to humankind are found to be in decline worldwide. In effect, the benefits reaped from our engineering of the planet have been achieved by running down natural capital assets."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG6.PA18,6,18,537,"In many cases, it is literally a matter of living on borrowed time. By using up supplies of fresh groundwater faster than they can be recharged, for example, we are depleting assets at the expense of our children.The cost is already being felt, but often by people far away from those enjoying the benefits of natural services. Shrimp on the dinner plates of Europeans may well have started life in a South Asian pond built in place of mangrove swampsweakening a natural barrier to the sea and making coastal communities more vulnerable."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG6.PA19,6,19,317,"Unless we acknowledge the debt and prevent it from growing, we place in jeopardy the dreams of citizens everywhere to rid the world of hunger, extreme poverty, and avoidable diseaseas well as increasing the risk of sudden changes to the planets life-support systems from which even the wealthiest may not be shielded."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG6.PA20,6,20,300,"We also move into a world in which the variety of life becomes ever more limited. The simpler, more uniform landscapes created by human activity have put thousands of species under threat of extinction, affecting both the resilience of natural services and less tangible spiritual or cultural values."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG6.PA21,6,21,360,Yet this need not be a counsel of despair. The natural balance sheet we bequeath to future generations depends on choices made at every level and in every corner of the planetfrom the head of a village in Bangladesh to a corporation board in a New York skyscraper; from international gatherings of finance ministers to consumers in a Brazilian furniture store.
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG7.PA3,7,3,277,"Different combinations of services are provided to human populations from the various types of ecosystems represented here. Their ability to deliver the services depends on complex biological, chemical, and physical interactions, which are in turn affected by human activities."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG7.PA5,7,5,439,"As human societies become more and more complex and technologically advanced, it is easy to gain the impression that we no longer depend on natural systems. A steadily increasing proportion of the population lives in cities, in environments dominated by human-built structures and machines. Nature may appear to be something to be enjoyed at the weekend if we get the chance, nice to have but hardly at the forefront of our daily concerns."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG7.PA8,7,8,274,"Even in rural areas, the conservation of natural spaces is often seen as a luxury that has little to do with the well-being of local people a swamp, for example, might be viewed as wasted land, whose only value is in the crops that could be planted if it were to be drained."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG7.PA9,7,9,218,"These are dangerous illusions that ignore the vast benefits of nature to the lives of the 6 billion people on the planet. We may have distanced ourselves from nature, but we rely completely on the services it delivers."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG8.PA3,8,3,270,"Providing the basics At the most basic level, the food we eat is a service of nature. This is most obviously true when it is obtained by harvesting wild species such as ocean fish: the healthy functioning of the food chain of the seas is an asset of vast economic value."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG8.PA4,8,4,410,"Even food grown in what appear to be the most unnatural conditions, however, is still a product of the biological processes of nature. Whether it is in the genetic material from which seeds or livestock are bred (or, with biotechnology, altered), the soils in which crops are grown, or the water that makes the land fertile: human nourishment depends on a natural infrastructure underlying the skills and technology of farmers around the world."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG8.PA5,8,5,285,"Apart from its role in food production, fresh water is of course another of the basics of life. For all the ingenious channeling techniques developed since the earliest civilizations, we still rely on natural systems to regulate the flow of water through the river basins of the world."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG8.PA7,8,7,272,"Even with the invention of many synthetic materials, other products of nature are still used in huge quantities in every societytrees bring us wood and paper, the fashion industry needs plant and animal fibers, and medicines derived from nature are in ever-greater demand."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG8.PA8,8,8,321,"Regulating Earthnature as life support While the value of most of these products can be fairly easily calculated, many other services of nature do not appear on conventional balance sheets, but they are equally essential for the survival of modern economies. Their true worth is often appreciated only when they are lost."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG9.PA3,9,3,497,"The value of a forest is often measured only by the timber and fuel provided by its trees. In these countries, however, that is generally less than one third of the total economic value. The higher figure includes services such as control of the climate through absorption (sequestration) of carbon dioxide, protection of freshwater sources (watersheds), and recreation. Because many of these services are not bought and sold in markets, they are frequently lost or degraded even though their value to human societies is high."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG10.PA3,10,3,272,"In each case, the net benefits from the more sustainably managed ecosystem are greater than those from the converted ecosystem when measurements include both marketed and nonmarketed services, even though the private (market) benefits would be greater from the converted ecosystem."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG10.PA4,10,4,265,"Returning to that apparently worthless swamp, for example, wetlands perform a wide range of functions of great value to people from acting as a natural pollution filter and preventing floods by storing water during heavy rains to supporting wildlife and recreation."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG10.PA5,10,5,299,"Forests help regulate air quality, the flow of water, and the climate itself. Although their relationship with the atmosphere is more complex than the common description as lungs of the earth, forests store large quantities of carbon that would add to the greenhouse effect if released into the air."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG10.PA6,10,6,285,"Natural systems provide protection from a range of catastrophic events that can devastate human communitiesvegetation helps prevent soil erosion and reduce the likelihood of landslides, while coral reefs and mangrove forests act as barriers against coastal storms and even tidal waves."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG10.PA7,10,7,149,"Interference with living systems can also promote the sudden emergence of human diseases and crop pests, causing great suffering and economic damage."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG10.PA8,10,8,263,"In attempting to assess the importance of nature to our lives, we should not lose sight of the value placed on the variety of life on Earth for its own sake: this is even more difficult to put a price on, but nonetheless of deep concern to people of all cultures."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG10.PA9,10,9,282,"Whether it is the uplifting sound of birdsong in a city park, the reverence for local species in many indigenous belief systems, or the wonder of a child watching wildlife in a zoo or even on television, appreciation of the natural world is an important part of what makes us human."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG10.PA10,10,10,181,"Even if our material needs could be met with a much narrower range of species and landscapes, many people would regard this loss as a significant threat to their overall well-being."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG11.PA1,11,1,608,"Living Beyond Our Means: Natural Assets and Human Well-being10  Water withdrawals from rivers and lakes for irrigation, household, and industrial use doubled in the last 40 years.  Humans now use between 40% and 50% of the fresh water running off land to which the majority of the population has access.  In some regions, such as the Middle East and North Africa, humans use 120% of renewable supplies (due to the reliance on groundwater that is not recharged).  Between 1960 and 2000, reservoir storage capacity quadrupled and, as a result, the amount of water stored behind large dams is estimated to be three to six times the amount held by natural river channels (this excludes natural lakes)."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG11.PA22,11,22,412,"Conversion and degradation  More land was converted to cropland in the 30 years after 1950 than in the 150 years between 1700 and 1850, and now approximately one quarter (24%) of Earths terrestrial surface has been transformed to cultivated systems.  Since about 1980, approximately 35% of mangroves have been lost, while 20% of the worlds coral reefs have been destroyed and a further 20% badly degraded or destroyed."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG11.PA24,11,24,519,"Fisheries  At least one quarter of marine fish stocks are overharvested.  The quantity of fish caught by humans increased until the 1980s but is now declining because of the shortage of stocks.  In many sea areas, the total weight of fish available to be captured is less than a tenth of that available before the onset of industrial fishing.  Inland fisheries, especially important for providing highquality diets for the poor, have also declined due to overfishing, changes to habitats, and withdrawal of fresh water."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG11.PA27,11,27,601,"Nutrient use and levels  Human activities now produce more biologically usable nitrogen than is produced by all natural processes combined, and more than half of all the manufactured nitrogen fertilizer (first produced in 1913) ever used on the planet has been applied since 1985.  The flow of nitrogen to the oceans has doubled since 1860.  The use of phosphorus fertilizers and the rate of phosphorus accumulation in agricultural soils both increased nearly threefold between 1960 and 1990. Although the rate has declined somewhat since then, phosphorus can remain in soils for decades before entering the wider environment."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG12.PA4,12,4,266,"Human activities, including farming and industry, have greatly increased the cycle of nitrogen through soils, water courses, and the atmosphere. By accumulating more nitrogen in a form that can be taken up by plants, the balance of ecosystems can be seriously upset."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG12.PA6,12,6,465,"The development of human societies has been a story of changing the natural systems of the planet to sustain ever-more sophisticated and comfortable ways of livingand ever-greater numbers of people. In early civilizations, the transition to complex social and politi- cal structures was often closely linked to major projects engineering those systems for human advantage, such as clearing forests to make way for agriculture and diverting rivers to irrigate crops."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG12.PA9,12,9,410,"Over the millennia, areas of wilderness were adapted across the planet to enable settled communities to enjoy a secure supply of food, water, energy, and materials. Demand for luxuries in one part of the world could influence natural systems thousands of miles awayfor instance, the European taste for sugar and the red textile dye produced from brazilwood changed forever the Atlantic Forest of South America."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG12.PA11,12,11,193,"With the onset of industrialization, the pace of these changes accelerated as new technology and medical advances made possible the sustenance and survival of rapidly growing urban populations."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG12.PA12,12,12,180,"Yet throughout human history, no period has experienced interference with the biological machinery of the planet on the scale witnessed in the second half of the twentieth century."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG13.PA2,13,2,272,"Re-engineering the planet Between 1950 and 1980, more land such as forest, savanna, and natural grassland was converted to cropland than in the eighteenth and first half of the nineteenth centuries combined. Nearly a quarter of the land surface of Earth is now cultivated."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG13.PA3,13,3,423,"Accompanying this change has been a huge increase in the application of manufactured nitrogen and phosphorus fertilizers. These nutrients are targeted at crops, but in effect they have also fertilized nature as they are washed into streams, rivers, and eventually the oceans. In many places this has led to excess growth of plants such as algae that in turn deprive the water of oxygen and kill other forms of aquatic life."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG13.PA4,13,4,297,"The amount of water taken from rivers and lakes to irrigate fields, to meet the needs of industry, and to supply households has doubled since 1960. The quantity impounded behind dams has quadrupled in the same period, and artificial reservoirs now hold much more water than free-flowing rivers do."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG13.PA5,13,5,472,"As a result, the flow of some rivers has been substantially reduced. At times the Yellow River in China, the Nile in Africa, and the Colorado in North America do not even reach the ocean. Rivers now transport much less of the sediments that bring food supplies to estuaries and help support vibrant populations of shellfish, fish, and birds. In some areas, however, soil erosion produces an oversupply of sediment, which can cause considerable damage to the local ecology."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG13.PA6,13,6,318,"The development of coastlines for tourism and activities such as shrimp farming has also dramatically altered the meeting point of land and ocean. In just two decades, it is estimated that people have removed more than a third of the worlds mangrovesthe dense forests growing in the tidal mud of many tropical regions."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG13.PA7,13,7,281,"It will probably never be known how many lives were lost in the Indian Ocean tsunami due to the loss of mangroves and damage to coral reefs, but it has been widely accepted that areas with less damage to the natural coastline were better protected from the force of the tidal wave."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG13.PA8,13,8,226,"The unchanging appearance of the ocean itself belies a major shift in the systems of life hidden beneath the waves, due mostly to the human appetite for fish and the increasing technological efficiency of the fishing industry."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG13.PA9,13,9,226,"The full consequences of this pressure are still poorly understood, but a recent study estimated that 90% of the total weight of large predators of the ocean such as tuna, swordfish, and sharks has disappeared in modern times."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG13.PA10,13,10,287,"Moving species Another major change might be termed the globalization of nature. As people become increasingly mobile, plants and animals have been transported to parts of the world where they never previously existed, entering the local web of life and sometimes altering it profoundly."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG13.PA11,13,11,212,"Often this has been deliberate, such as the introduction of domestic livestock or crop speciesthe unique wildlife of some of the Galapagos Islands, for example, has been severely affected by the arrival of goats."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG13.PA12,13,12,266,"In many cases, however, it has been an accidental impact of the accelerating human links across the planet. Ocean-going freight ships carry large numbers of sea creatures in their ballast tanks, which are flushed out at their destination as they load up their holds."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG13.PA13,13,13,272,"This has led to some remarkable exchanges of species. The Baltic Sea, for instance, contains 100 creatures from outside the region, a third of which are native to the North American Great Lakes. And a third of the 170 alien species in those lakes are native to the Baltic."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG13.PA14,13,14,310,"Such changes are more than just a question of the purity of nature. A species introduced from outside can dramatically change the local system and the services it providesfor example, the arrival of the American comb jellyfish in the Black Sea led to the destruction of 26 commercially valuable stocks of fish."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG14.PA2,14,2,210,Changing the climate The change with the greatest potential to alter the natural infrastructure of Earth is the chemical experiment humans have been conducting on the atmosphere for the past century and a half.
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG14.PA3,14,3,233,"The dominance of coal, oil, and natural gas as our sources of energy has released large quantities of carbon previously locked in underground rock layers and has increased the amount of carbon dioxide gas in the air by about a third."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG14.PA4,14,4,225,"It is now well established that this has changed global weather systems by trapping more of the Suns heat within the atmosphere, and that these changes will accelerate as the concentration of carbon dioxide continues to grow."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG14.PA5,14,5,146,"Nature has always adapted to changes in climate, but this shift is likely to pose unprecedented challenges to its resilience for two main reasons."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG14.PA6,14,6,441,"First, the anticipated speed of climate change is greater than anything seen for at least 10,000 years, making it far more difficult for species to move to more suitable areas or adapt to the new conditions by evolving new survival mechanisms. Coral reefs, for example, have already become barren in some areas through relatively modest increases in sea temperatures, combined with other pressures such as nutrient pollution and overfishing."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG14.PA7,14,7,124,"Just as important, the options available to plants and animals have been greatly narrowed by the massive changes humans have"
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG15.PA3,15,3,156,"Estimated global temperature averages for the past 1,000 years, with projections to 2100 depending on various plausible scenarios for future human behavior."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG16.PA1,16,1,274,"Living Beyond Our Means: Natural Assets and Human Well-being 15 made to the landscape. Many species are in effect locked into islands of nature surrounded by urban or intensively farmed regions, shutting off escape routes and making them highly vulnerable to climate change."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG16.PA3,16,3,179,Reducing diversity An outcome of all these changes has been to reduce significantly the variety of species that can be found in many individual areas and on the planet as a whole.
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG16.PA4,16,4,245,"Converting rainforest into cropland, river banks into reservoirs, or marshes into parking lots will not end all natural processes, but it will tend to produce a less diverse landscape excluding many of the species previously occupying the space."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG16.PA5,16,5,148,"We cannot be precise about the overall scale of the change, since it is estimated that science has only identified some 10% of the species on Earth."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG16.PA6,16,6,217,"However, we can say that the majority of species across a range of different categories such as amphibians, farmland birds, and Caribbean corals are declining in abundance or in the area occupied by their populations."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG16.PA7,16,7,119,"Some 12% of birds, 25% of mammals, and at least 32% of amphibians are threatened with extinction over the next century."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG16.PA8,16,8,256,"Although actual disappearance of a recognized species is quite rare in terms of human time scales, it is estimated that people may have increased the rate of global extinctions by as much as 1,000 times the natural rate typical of Earths long-term history."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG16.PA10,16,10,340,Comparisons with the rate at which species have disappeared from the planet over a long period of Earths history indicate that humans have already increased extinction levels dramatically. Projections suggest this rate will take another big leap due to changes over the next 50 years. The bars represent the range of estimates in each case.
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG17.PA3,17,3,362,"The Millennium Ecosystem Assessment is the first attempt by the scientific community to describe and evaluate on a global scale the full range of services people derive from nature. In all, it has been able to provide a health check on 24 of those servicesothers were identified, but the information was not available to make a sensible judgment on their status."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG17.PA6,17,6,217,"Only 4 of the services were found to be increasing their ability to benefit human populations, while 15 were in decline. Five more were found to be in a stable state overall, but in trouble in some parts of the world."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG17.PA7,17,7,297,"On the credit side, three of the improving services reflect the worldwide efforts to keep food supply ahead of the increase in populationtotal food production increased by about two-and-a-half times while the number of people in the world doubled from 3 billion to 6 billion between 1960 and 2000."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG17.PA8,17,8,224,So the landscapes of the planet were able in recent decades to yield far more crops and meat through a combination of turning more land over to agriculture and harvesting more grain or fattening more animals on each hectare.
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG17.PA9,17,9,300,"Another way of providing food has also seen a dramatic increase in recent yearsthe farming of fish or shellfish, from salmon cages in the sea lochs of Scotland to shrimp farms in Thailand or carp ponds in China. This now accounts for nearly a third of all fish and shellfish production on the planet."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG17.PA10,17,10,383,"In debitrunning short of stock Some of the clearest evidence of the pressure we are putting on nature comes in services such as wild fish and fresh water. People have always relied on Earths systems to replace what we take of these items. In effect, they have been treated as free gifts, with their supply limited only by the technology and effort needed to capture more for our use."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG17.PA11,17,11,151,"In both cases, the signs are flashing red, with strong indications in many areas that we have gone past the point where nature can replenish the stock."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG17.PA12,17,12,382,"For ocean fish, that evidence comes simply from the fact that fishing vessels are catching less in their nets, despiteand, in a sense, because oftheir improved technology. Worldwide fish landings peaked in the 1980s and are now declining, even though demand has never been greater and will continue to rise according to all the plausible futures investigated during this assessment."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG17.PA13,17,13,280,"In many sea areas, the weight of fish available to be harvested is calculated to be less than one tenth or even one one-hundredth of what it was before the introduction of industrial fishing. The decline of stocks is depriving many poor communities of valuable sources of protein."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG17.PA14,17,14,305,"This is not helped by arrangements such as the European Unions practice of paying West African countries for access to their territorial waters, leaving small-scale traditional vessels to compete for dwindling stocks with giant super-trawlersthemselves often built using subsidies from European taxpayers."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG17.PA15,17,15,297,"For fresh water, there is no worldwide shortageeven after doubling our consumption we use roughly 10% of the water that flows from source to sea. But the supply is very unevenly distributed across the world and over time. The pattern of use in some areas simply cannot continue into the long term."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG17.PA16,17,16,304,"Up to a quarter of the water supplied to human communities is being used in larger quantities than local river systems can provide. To make up the shortfall, supplies either have to be transferred from other regions through major engineering works or mined from underground sources that are not replaced."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG17.PA17,17,17,158,"In either case, current water consumption is only able to continue by shifting the problem to distant communities and natural systemsor to future generations."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG18.PA3,18,3,398,"An upwards arrow indicates that the condition of the service globally has been enhanced and a downwards arrow that it has been degraded. Definitions of enhanced and degraded for the three categories of ecosystem services shown in the table are provided in the note below. Supporting services, such as soil formation and photosynthesis, are not included here as they are not used directly by people."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG18.PA6,18,6,223,Food crops  substantial production increase livestock  substantial production increase capture fisheries  declining production due to overharvest aquaculture  substantial production increase wild foods  declining production
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG18.PA11,18,11,169,"Fiber timber +/ forest loss in some regions, growth in others cotton, hemp, silk +/ declining production of some fibers, growth in others wood fuel  declining production"
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG18.PA16,18,16,149,"Fresh water  unsustainable use for drinking, industry, and irrigation; amount of hydro energy unchanged, but dams increase ability to use that energy"
